control_file,command,command_pattern,value_pattern,solver,is_legacy,source_url,source_page
TCF,Rainfall Gauges,Rainfall Gauges,[ One per Cell | {Unlimited per Cell} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfRainfallControlFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Rainfall Null Value,Rainfall Null Value,[ {-99} | ⟨ null value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfRainfallNullValue,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read File,Read File,[ ⟨ file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Auto Terminate,Read GIS Auto Terminate,[ ⟨ file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISAutoTerminate,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Cyclone/Hurricane,Read GIS Cyclone/Hurricane [ {} | NO PRESSURE ] [ {} | NO WIND ],[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISCyclone,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Cyclone/Hurricane NO WIND,Read GIS Cyclone/Hurricane [ {} | NO PRESSURE ] [ {} | NO WIND ],[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISCyclone,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Cyclone/Hurricane NO PRESSURE,Read GIS Cyclone/Hurricane [ {} | NO PRESSURE ] [ {} | NO WIND ],[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISCyclone,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Cyclone/Hurricane NO PRESSURE NO WIND,Read GIS Cyclone/Hurricane [ {} | NO PRESSURE ] [ {} | NO WIND ],[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISCyclone,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS FC,Read GIS FC,[ ⟨ gis_layer ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISFC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS GLO,Read GIS GLO,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISGLO,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS IWL,Read GIS IWL,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS LP,Read GIS LP,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISLP,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Output Zone,Read GIS Output Zone,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISOutputZone,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS PO,Read GIS PO,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISPO,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS Reporting Location,Read GIS Reporting Location,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISReportingLocation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS X1D Network,Read GIS X1D Network,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISX1DNetwork,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS X1D Nodes,Read GIS X1D Nodes,[ ⟨ gis_layer ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISX1DNodes,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS X1D WLL,Read GIS X1D WLL,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISX1DWLL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS X1D WLL Points,Read GIS X1D WLL Points,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISX1DWLLPoints,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read Grid RF,Read Grid RF,[ ⟨ .csv_file ⟩ | ⟨ .nc_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGridRF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read Materials File,Read Materials File,[ ⟨ file ⟩ | [ {1.0} | ⟨ n_factor ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadMaterialsFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read Restart File,Read Restart File,[ ⟨ .trf_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadRestartFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read RowCol IWL,Read RowCol IWL,[ ⟨ .mid_file ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISDIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read Soils File,Read Soils File,[ ⟨ file.tsoilf ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadSoilFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Recalculate Chezy Interval,Recalculate Chezy Interval,[ {0} | ⟨ timesteps ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfRecalculateChezyInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Record Gauge Data,Record Gauge Data,[ RLP | RLL | Gauge ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfRecordGaugeData,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Record Gauge Data EXCLUDE,Record Gauge Data EXCLUDE,[ RLP | RLL | Gauge ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfRecordGaugeDataEXCLUDE,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Restart File Ignore Fields,Restart File Ignore Fields,[ ⟨ field ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfRestartFileIgnoreFields,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Reveal 1D Nodes,Reveal 1D Nodes,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReveal1DNodes,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SA Minimum Depth,SA Minimum Depth,[ {-99999} | ⟨ depth in m ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSAminDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SA Proportion to Depth,SA Proportion to Depth,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSAPropDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Screen/Log Display Interval,Screen/Log Display Interval,[ {1} | {10} | {100} | ⟨timesteps⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfScreenLogDisplayInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Set Auto Terminate,Set Auto Terminate,[ ⟨ 0 ⟩ | 1 ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSetAutoTerminate,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Set IWL,Set IWL,[ ⟨ value ⟩ | AUTO | {0.0} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSetIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Set Route Cut Off Type,Set Route Cut Off Type,[ {Depth} | Velocity or V | Hazard or VxD or Z0 | Energy ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSetRouteCutOffType,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Set Route Cut Off Values,Set Route Cut Off Values,"[ ⟨ y1, y2, … ⟩ ]",Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSetRouteCutOffValues,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Set Variable,Set Variable,[ ⟨ value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSetVariable,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS,SGS,[ ON | {OFF} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGS,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Approach,SGS Approach,[ Method B | {Method C} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Breakline Detection Delta,SGS Breakline Detection Delta,[ ⟨ maximum delta value ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSBreaklineDetectionDelta,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Depth Output,SGS Depth Output,[ EXACT | {CELL AVERAGE} | MEAN | MEDIAN | MINIMUM | PERCENTILE ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSDepthOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Infiltration Approach,SGS Infiltration Approach,[ {AUTO} | TOTAL AREA | WETTED AREA ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSInfiltrationApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Map Extent ⟨ Full or Trim ⟩,SGS Map Extent ⟨ Full or Trim ⟩,[ ⟨ map data types ⟩ | {ALL} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSMapExtent,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Materials,SGS Materials,[ {OFF} | ON ],HPC Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSMaterials,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Max Sample Frequency,SGS Max Sample Frequency,[ ⟨ maximum frequency ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSMaxSampleFrequency,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Negative Rainfall Approach,SGS Negative Rainfall Approach,[ TOTAL AREA | {WETTED AREA} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSNegativeRainfallApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Sample Frequency,SGS Sample Frequency,[ ⟨ frequency ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSSampleFrequency,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Sample Target Distance,SGS Sample Target Distance,[ ⟨ distance⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSSampleTargetDistance,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS SX Z Flag Approach,SGS SX Z Flag Approach,[ Method A | {Method B} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSSXZFlagApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS TIN Memory Allocation Factor,SGS TIN Memory Allocation Factor,[ {1.02} | ⟨ value ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSTINMemoryAllocationFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Velocity Based Outputs,SGS Velocity Based Outputs,[ {CELL AVERAGE DEPTH} | SGS DEPTH OUTPUT ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSVelocityBasedOutputs,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Z Shape Line Approach,SGS Z Shape Line Approach,[ Method A | {Method B} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSZShapeLineApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS ZH Sample Ratio,SGS ZH Sample Ratio,[ ⟨ ratio ⟩ | {1} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSZHSampleRatio,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SGS Zpt MAX/MIN Approach,SGS Zpt MAX/MIN Approach,[ IGNORE | {MINIMUM} | MEDIAN | CENTRE ],HPC Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSGSZptMAX/MINApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Shallow Depth Stability Factor,Shallow Depth Stability Factor,[ ⟨ SF ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfShallowDepthStabilityFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SHP Projection,SHP Projection,[ ⟨ SF ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSHPProjection,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SHP Projection Check Method,SHP Projection Check Method,[ SIMPLE | {PARSED} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSHPProjectionCheckMethod,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Simulations Log Folder,Simulations Log Folder,[ ⟨ folder ⟩ | Do Not Use ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSimulationsLogFolder,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Simulation Pause Interval,Simulation Pause Interval,[ ⟨ Time interval in hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSimulationPauseInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Simulation Pause Start,Simulation Pause Start,[ ⟨ Model time in hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSimulationPauseStart,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Snap Tolerance,Snap Tolerance,[ {0.001} | ⟨ snap_distance ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSnapTolerance,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Soil Initial Loss,Soil Initial Loss,[ {Ignore Material Impervious} | Use Material Impervious ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSoilInitialLoss,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Soil Negative Rainfall Approach,Soil Negative Rainfall Approach,[ {None} | Factor ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSoilNegativeRainfallApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Soil Negative Rainfall Factor,Soil Negative Rainfall Factor,[ ⟨ factor ⟩ | {1} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSoilNegativeRainfallFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Solution Scheme,Solution Scheme,[ {CLASSIC} | HPC | HPC 1st ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSolutionScheme,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Spatial Database,Spatial Database,[ ⟨ GPKG database ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSpatialDatabase,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Spatial Database Output,Spatial Database Output,[ SEPARATE | {GROUPED} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSpatialDatabaseOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Start 1D Domain,Start 1D Domain,,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfStart1DDomain,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Start 2D Domain,Start 2D Domain,[ {} | ⟨ 2d_domain_name ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfStart2DDomain,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Start Map Output,Start Map Output,[ ⟨ time_in_hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfStartMapOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Start Time,Start Time,[ ⟨ time_in_hours ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfStartTime,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Start Time Series Output,Start Time Series Output,[ ⟨ time_in_hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfStartTimeSeriesOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Supercritical,Supercritical,[ {ON} | OFF | PRE 2002-11-AD ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSupercritical,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SWMM Control File,SWMM Control File,[ ⟨ .tscf_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSWMMControlFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX Flow Distribution Cutoff Depth,SX Flow Distribution Cutoff Depth,[ {AUTO} | ⟨ depth_m ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXFlowDist,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX FMP Unit Type Error,SX FMP Unit Type Error,[ {ON} | Off ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXFMPUnitTypeError,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX Head Adjustment,SX Head Adjustment,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXHeadAdjustment,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX Head Distribution Cutoff Depth,SX Head Distribution Cutoff Depth,[ {AUTO} | ⟨ depth_m ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXHeadDistributionCutoffDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX Storage Approach,SX Storage Approach,[ {1D NODE AVERAGE} | Cell Only ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXStorageApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX Storage Factor,SX Storage Factor,"[ {1.0, 20.0} | ⟨ sxs_factor ⟩, ⟨ sxs_limits ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXStorageFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SX ZC Check,SX ZC Check,[ {ON} | OFF | ⟨ dZ_limit_in_m ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSXZCCheck,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,TIF Compression,TIF Compression,[ NONE | LZW | {DEFLATE} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTIFCompression,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,TIF Compression Predictor,TIF Compression Predictor,[ NONE | {Horizontal Differencing} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTIFCompressionPredictor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,TIF Projection,TIF Projection,[ /path/to/geotiff ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTIFProjection,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Output Corner Interpolation,Time Output Corner Interpolation,[ {VALUE | ⟨ user specified value ⟩} | WET | START | ⟨ Offset ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeOutputCornerInterpolation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Output Cutoff Depths,Time Output Cutoff [Depths | VxD | ⟨Hazard⟩ ],"[ [ {OFF} | ⟨ v1, v2, … ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeOutputCutoff,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Output Cutoff VxD,Time Output Cutoff [Depths | VxD | ⟨Hazard⟩ ],"[ [ {OFF} | ⟨ v1, v2, … ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeOutputCutoff,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Output Cutoff ⟨Hazard⟩,Time Output Cutoff [Depths | VxD | ⟨Hazard⟩ ],"[ [ {OFF} | ⟨ v1, v2, … ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeOutputCutoff,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Series Null Value,Time Series Null Value,[ {cell elevation} | ⟨ null value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeSeriesNullValue,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Series Output Format,Time Series Output Format,[ {csv} | NC ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeSeriesOutputFormat,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Time Series Output Interval,Time Series Output Interval,[ ⟨ time_in_seconds ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimeSeriesOutputInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Timestep,Timestep,[ {1.0} | ⟨ timestep_in_seconds ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimestep,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Timestep Initial,Timestep Initial,[ ⟨ initial timestep_in_seconds ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimestepInitial,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Timestep Maximum,Timestep Maximum,[ {Auto} | ⟨ <max>,HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimestepMaximum,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
