control_file,command,command_pattern,value_pattern,solver,is_legacy,source_url,source_page
TGC,Read GIS FLC,Read GIS FLC,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISFLC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS FLC/L,Read GIS FLC/L,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISFLC/L,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS FRIC,Read GIS FRIC,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISFRIC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS GWD,Read GIS GWD,[ ⟨ gis_layer ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISGWD,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS GWL,Read GIS GWL,[ ⟨ gis_layer ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISGWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,"Read GIS IGW Conc Layer N1,N2,..N Tracer M1,M2,..M","Read GIS IGW Conc Layer N1,N2,..N Tracer M1,M2,..M",[ ⟨ gis_layer ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISIGWConc,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS IGW Depth,Read GIS IGW Depth [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISIGWDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS IGW Depth ⟨ Layer N ⟩,Read GIS IGW Depth [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISIGWDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS IGW Level,Read GIS IGW Level [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISIGWLevel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS IGW Level ⟨ Layer N ⟩,Read GIS IGW Level [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISIGWLevel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS IWL,Read GIS IWL,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Layered FC Shape,Read GIS Layered FC Shape [ {} | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISLayeredFCShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Layered FC Shape Write TIN,Read GIS Layered FC Shape [ {} | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISLayeredFCShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Location,Read GIS Location,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISLocation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Mat,Read GIS Mat,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISMat,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Objects RECORD GAUGE DATA,Read GIS Objects [ RECORD GAUGE DATA [ {} | USE ZC | ZPTS ] ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISObjects,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Objects USE ZC ],Read GIS Objects [ RECORD GAUGE DATA [ {} | USE ZC | ZPTS ] ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISObjects,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Objects ZPTS ],Read GIS Objects [ RECORD GAUGE DATA [ {} | USE ZC | ZPTS ] ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISObjects,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Soil,Read GIS Soil [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSoil,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Soil ⟨ Layer N ⟩,Read GIS Soil [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSoil,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Soil Base Elevation,Read GIS Soil Base Elevation [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSoilBaseElevation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Soil Base Elevation ⟨ Layer N ⟩,Read GIS Soil Base Elevation [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSoilBaseElevation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Soil Thickness,Read GIS Soil Thickness [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSoilThickness,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Soil Thickness ⟨ Layer N ⟩,Read GIS Soil Thickness [{} | ⟨ Layer N ⟩ ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSoilThickness,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS SRF,Read GIS SRF,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISSRF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Variable Z Shape XF ON,Read GIS Variable Z Shape [ XF ON | XF OFF | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISVariableZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Variable Z Shape XF OFF,Read GIS Variable Z Shape [ XF ON | XF OFF | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISVariableZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Variable Z Shape Write TIN,Read GIS Variable Z Shape [ XF ON | XF OFF | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISVariableZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS WrF,Read GIS WrF,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISWrF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z HX Line,Read GIS Z HX Line [ {} | RIDGE or MAX or RAISE ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZHXLine,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z HX Line RIDGE or MAX or RAISE,Read GIS Z HX Line [ {} | RIDGE or MAX or RAISE ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZHXLine,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Line,Read GIS Z Line,[ ⟨ gis_layer ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZLine,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape XF ON,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape XF OFF,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape Write TIN,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape RIDGE or MAX or RAISE XF ON,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape RIDGE or MAX or RAISE XF OFF,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape RIDGE or MAX or RAISE Write TIN,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape GULLY or MIN or LOWER XF ON,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape GULLY or MIN or LOWER XF OFF,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape GULLY or MIN or LOWER Write TIN,Read GIS Z Shape [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER ] [ XF ON | XF OFF | Write TIN],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape Route,Read GIS Z Shape Route [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShapeRoute,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape Route RIDGE or MAX or RAISE,Read GIS Z Shape Route [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShapeRoute,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape Route GULLY or MIN or LOWER,Read GIS Z Shape Route [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShapeRoute,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Z Shape Route Write TIN,Read GIS Z Shape Route [ {} | RIDGE or MAX or RAISE | GULLY or MIN or LOWER | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZShapeRoute,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Zpts Modify Conveyance,Read GIS Zpts Modify Conveyance,[ ⟨ gis_layer ⟩ | ⟨k_factor ⟩ | ⟨ water_level_grid ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZptModifyConveyance,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Zpts,Read GIS Zpts [ {} | ADD | MAX | MIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZpt,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Zpts ADD,Read GIS Zpts [ {} | ADD | MAX | MIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZpt,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Zpts MAX,Read GIS Zpts [ {} | ADD | MAX | MIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZpt,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Zpts MIN,Read GIS Zpts [ {} | ADD | MAX | MIN ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISZpt,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid ⟨option⟩,Read Grid ⟨option⟩,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGrid,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid CWF,Read Grid CWF,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridCWF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid CnM,Read Grid CnM,[ ⟨ grid_file ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridCnM,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Code,Read Grid Code,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridCode,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid FLC,Read Grid FLC,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridFLC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid FLC/L,Read Grid FLC/L,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridFLC/L,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid GWD,Read Grid GWD,[ ⟨ grid_file ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridGWD,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid GWL,Read Grid GWL,[ ⟨ grid_file ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridGWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,"Read Grid IGW Conc Layer N1,N2,..N Tracer M1,M2,..M","Read Grid IGW Conc Layer N1,N2,..N Tracer M1,M2,..M",[ ⟨ grid_file ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridIGWConc,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid IGW Depth,Read Grid IGW Depth [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridIGWDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid IGW Depth ⟨ Layer N ⟩,Read Grid IGW Depth [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridIGWDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid IGW Level,Read Grid IGW Level [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridIGWLevel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid IGW Level ⟨ Layer N ⟩,Read Grid IGW Level [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridIGWLevel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid IWL,Read Grid IWL,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Location,Read Grid Location,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridLocation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Mat,Read Grid Mat,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridMat,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Soil,Read Grid Soil [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSoil,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Soil ⟨ Layer N ⟩,Read Grid Soil [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSoil,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Soil Base Elevation,Read Grid Soil Base Elevation [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSoilBaseElevation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Soil Base Elevation ⟨ Layer N ⟩,Read Grid Soil Base Elevation [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSoilBaseElevation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Soil Thickness,Read Grid Soil Thickness [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSoilThickness,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Soil Thickness ⟨ Layer N ⟩,Read Grid Soil Thickness [{} | ⟨ Layer N ⟩ ],[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSoilThickness,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid SRF,Read Grid SRF,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridSRF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid WrF,Read Grid WrF,[ ⟨ grid_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridWrF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Zpts XF ON,Read Grid Zpts [ {} | ADD | MAX | MIN ] [ {XF ON} | XF OFF ],[ ⟨ grid_file ⟩ | ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridZpts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read Grid Zpts,Read Grid Zpts [ {} | ADD | MAX | MIN ] [ {XF ON} | XF OFF ],[ ⟨ grid_file ⟩ | ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGridZpts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
